Date,"Total membership","Full members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percentage of messages, public channels","Percentage of messages, private channels","Percentage of messages, DMs","Percentage of views, public channels","Percentage of views, private channels","Percentage of views, DMs",Name,"Public channels, single-workspace","Messages posted"
2017-05-17,35,35,0,22,13,27,19,51,0,0,50,0.505,0,0.495,0.8021,0,0.1979,0,11,92907
2017-05-18,35,35,0,22,12,26,17,45,0,0,40,0.5294,0,0.4706,0.7932,0,0.2068,0,11,92993
2017-05-19,35,35,0,21,13,24,18,114,0,0,80,0.5876,0,0.4124,0.8492,0,0.1508,0,11,93193
2017-05-20,35,35,0,10,6,24,18,29,0,0,20,0.5918,0,0.4082,0.7791,0,0.2209,0,11,93244
2017-05-21,35,35,0,13,7,24,17,24,0,0,4,0.8571,0,0.1429,0.9605,0,0.0395,0,11,93279
2017-05-22,35,35,0,22,11,26,17,54,0,0,73,0.4252,0,0.5748,0.7778,0,0.2222,0,11,93408
2017-05-23,35,35,0,20,11,26,18,62,0,0,32,0.6596,0,0.3404,0.877,0,0.123,0,11,93503
2017-05-24,35,35,0,21,14,27,19,251,0,0,23,0.9161,0,0.0839,0.9795,0,0.0205,0,11,93778
2017-05-25,35,35,0,18,11,26,19,129,0,0,121,0.516,0,0.484,0.747,0,0.253,0,11,94028
2017-05-26,35,35,0,19,13,25,17,100,0,0,55,0.6452,0,0.3548,0.8478,0,0.1522,0,11,94184
2017-05-27,35,35,0,12,6,26,18,3,0,0,11,0.2143,0,0.7857,0.6731,0,0.3269,0,11,94199
2017-05-28,35,35,0,9,2,26,18,2,0,0,9,0.1818,0,0.8182,0.6,0,0.4,0,11,94209
2017-05-29,35,35,0,22,11,26,19,50,0,0,100,0.3333,0,0.6667,0.6593,0,0.3407,0,11,94363
2017-05-30,35,35,0,20,9,26,20,92,0,0,122,0.4299,0,0.5701,0.7683,0,0.2317,0,11,94576
2017-05-31,35,35,0,18,12,25,20,91,0,0,88,0.5084,0,0.4916,0.7715,0,0.2285,0,11,94757
2017-06-01,35,35,0,19,11,25,19,87,0,0,200,0.3031,0,0.6969,0.5953,0,0.4047,0,11,95044
2017-06-02,35,35,0,18,13,25,18,77,0,0,87,0.4695,0,0.5305,0.6944,0,0.3056,0,11,95208
2017-06-03,35,35,0,11,5,24,18,6,0,0,14,0.3,0,0.7,0.6111,0,0.3889,0,11,95229
2017-06-04,35,35,0,11,7,24,18,13,0,0,42,0.2364,0,0.7636,0.4264,0,0.5736,0,11,95285
2017-06-05,35,35,0,20,12,23,19,110,0,0,292,0.2736,0,0.7264,0.5388,0,0.4612,0,11,95691
2017-06-06,35,35,0,21,14,24,19,87,0,0,388,0.1832,0,0.8168,0.4715,0,0.5285,0,11,96170
2017-06-07,35,35,0,22,13,25,18,76,0,0,110,0.4086,0,0.5914,0.7002,0,0.2998,0,12,96363
2017-06-08,35,35,0,23,15,26,19,78,0,0,138,0.3611,0,0.6389,0.6596,0,0.3404,0,12,96583
2017-06-09,35,35,0,23,13,27,21,33,0,0,282,0.1048,0,0.8952,0.3259,0,0.6741,0,12,96899
2017-06-10,35,35,0,6,2,27,21,4,0,0,0,1,0,0,0.7619,0,0.2381,0,12,96904
2017-06-11,35,35,0,12,5,27,21,5,0,0,4,0.5556,0,0.4444,0.8833,0,0.1167,0,12,96915
2017-06-12,35,35,0,24,15,28,24,62,0,0,170,0.2672,0,0.7328,0.552,0,0.448,0,12,97152
2017-06-13,35,35,0,21,11,27,23,57,0,0,167,0.2545,0,0.7455,0.5608,0,0.4392,0,12,97377
2017-06-14,35,35,0,21,10,27,22,47,0,0,148,0.241,0,0.759,0.5957,0,0.4043,0,12,97574
2017-06-15,35,35,0,15,10,26,18,24,0,0,79,0.233,0,0.767,0.4883,0,0.5117,0,12,97681
2017-06-16,35,35,0,16,10,25,16,31,0,0,96,0.2441,0,0.7559,0.5449,0,0.4551,0,12,97808
2017-06-17,35,35,0,12,5,25,16,5,0,0,66,0.0704,0,0.9296,0.2123,0,0.7877,0,12,97883
2017-06-18,35,35,0,11,5,25,16,2,0,0,48,0.04,0,0.96,0.2245,0,0.7755,0,12,97932
2017-06-19,35,35,0,21,11,23,16,42,0,0,227,0.1561,0,0.8439,0.4551,0,0.5449,0,12,98205
2017-06-20,35,35,0,24,15,25,20,47,0,0,219,0.1767,0,0.8233,0.5129,0,0.4871,0,12,98477
2017-06-21,35,35,0,22,15,24,21,78,0,0,80,0.4937,0,0.5063,0.8026,0,0.1974,0,12,98636
2017-06-22,35,35,0,22,14,25,20,60,0,0,69,0.4651,0,0.5349,0.7909,0,0.2091,0,12,98768
2017-06-23,35,35,0,19,10,25,19,37,0,0,95,0.2803,0,0.7197,0.6108,0,0.3892,0,12,98902
2017-06-24,35,35,0,8,5,25,19,0,0,0,26,0,0,1,0.0784,0,0.9216,0,12,98928
2017-06-25,35,35,0,6,3,25,19,1,0,0,4,0.2,0,0.8,0.6471,0,0.3529,0,12,98933
2017-06-26,35,35,0,19,15,26,21,56,0,0,258,0.1783,0,0.8217,0.5041,0,0.4959,0,12,99245
2017-06-27,35,35,0,22,16,26,19,179,0,0,109,0.6215,0,0.3785,0.8515,0,0.1485,0,12,99536
2017-06-28,35,35,0,20,13,26,19,115,0,0,185,0.3833,0,0.6167,0.6766,0,0.3234,0,12,99835
2017-06-29,35,35,0,21,15,24,19,143,0,0,67,0.681,0,0.319,0.8636,0,0.1364,0,12,100045
2017-06-30,35,35,0,20,16,24,19,122,0,0,98,0.5545,0,0.4455,0.8069,0,0.1931,0,12,100265
2017-07-01,35,35,0,13,7,24,19,19,0,0,30,0.3878,0,0.6122,0.6029,0,0.3971,0,12,100321
2017-07-02,35,35,0,13,8,24,19,44,0,0,89,0.3308,0,0.6692,0.5248,0,0.4752,0,12,100455
2017-07-03,35,35,0,19,10,24,19,57,0,0,197,0.2244,0,0.7756,0.5256,0,0.4744,0,12,100707
2017-07-04,35,35,0,20,13,24,18,179,0,0,313,0.3638,0,0.6362,0.653,0,0.347,0,12,101202
2017-07-05,36,36,0,21,16,25,19,203,0,0,257,0.4413,0,0.5587,0.7289,0,0.2711,0,12,101674
2017-07-06,36,36,0,21,13,24,19,182,0,0,220,0.4527,0,0.5473,0.7541,0,0.2459,0,12,102080
2017-07-07,36,36,0,17,13,23,18,139,0,0,127,0.5226,0,0.4774,0.7922,0,0.2078,0,12,102348
2017-07-08,31,31,0,10,4,23,18,33,0,0,21,0.6111,0,0.3889,0.7394,0,0.2606,0,12,102401
2017-07-09,31,31,0,12,9,24,19,24,0,0,44,0.3529,0,0.6471,0.5792,0,0.4208,0,12,102477
2017-07-10,31,31,0,19,12,24,19,185,0,0,81,0.6955,0,0.3045,0.9053,0,0.0947,0,12,102739
2017-07-11,31,31,0,18,13,24,19,55,0,0,29,0.6548,0,0.3452,0.9034,0,0.0966,0,12,102824
2017-07-12,31,31,0,18,11,24,18,85,0,0,52,0.6204,0,0.3796,0.8697,0,0.1303,0,12,102962
2017-07-13,31,31,0,19,16,24,20,401,0,0,93,0.8117,0,0.1883,0.9318,0,0.0682,0,12,103460
2017-07-14,31,31,0,18,14,24,19,147,0,0,59,0.7136,0,0.2864,0.8949,0,0.1051,0,12,103667
2017-07-15,31,31,0,9,7,23,19,15,0,0,35,0.3,0,0.7,0.4963,0,0.5037,0,12,103721
2017-07-16,31,31,0,13,7,22,18,5,0,0,17,0.2273,0,0.7727,0.5949,0,0.4051,0,12,103743
2017-07-17,31,31,0,19,14,22,18,117,0,0,46,0.7178,0,0.2822,0.9055,0,0.0945,0,12,103913
2017-07-18,31,31,0,19,15,22,19,214,0,0,70,0.7535,0,0.2465,0.9111,0,0.0889,0,12,104191
2017-07-19,31,31,0,19,14,22,20,147,0,0,43,0.7737,0,0.2263,0.9213,0,0.0787,0,12,104386
2017-07-20,32,32,0,21,16,22,19,164,0,0,259,0.3877,0,0.6123,0.6584,0,0.3416,0,12,104822
2017-07-21,32,32,0,20,15,22,20,100,0,0,223,0.3096,0,0.6904,0.5906,0,0.4094,0,12,105149
2017-07-22,32,32,0,11,7,22,20,21,0,0,35,0.375,0,0.625,0.6144,0,0.3856,0,12,105212
2017-07-23,32,32,0,12,8,22,20,28,0,0,24,0.5385,0,0.4615,0.7162,0,0.2838,0,12,105266
2017-07-24,32,32,0,20,14,22,20,84,0,0,46,0.6462,0,0.3538,0.8626,0,0.1374,0,12,105397
2017-07-25,32,32,0,19,12,22,19,59,0,0,70,0.4574,0,0.5426,0.728,0,0.272,0,12,105524
2017-07-26,32,32,0,21,15,23,18,174,0,0,155,0.5289,0,0.4711,0.7809,0,0.2191,0,12,105857
2017-07-27,32,32,0,21,17,23,18,139,0,0,210,0.3983,0,0.6017,0.7253,0,0.2747,0,12,106209
2017-07-28,32,32,0,20,14,25,19,77,0,0,74,0.5099,0,0.4901,0.8274,0,0.1726,0,12,106359
2017-07-29,32,32,0,9,6,24,20,8,0,0,9,0.4706,0,0.5294,0.7442,0,0.2558,0,12,106378
2017-07-30,32,32,0,12,5,24,20,4,0,0,3,0.5714,0,0.4286,0.9306,0,0.0694,0,12,106388
2017-07-31,32,32,0,17,13,23,20,62,0,0,84,0.4247,0,0.5753,0.7308,0,0.2692,0,12,106535
2017-08-01,32,32,0,21,13,25,21,51,0,0,43,0.5426,0,0.4574,0.803,0,0.197,0,12,106630
2017-08-02,32,32,0,20,12,25,21,61,0,0,26,0.7011,0,0.2989,0.8846,0,0.1154,0,12,106717
2017-08-03,32,32,0,19,13,25,20,78,0,0,75,0.5098,0,0.4902,0.7319,0,0.2681,0,12,106873
2017-08-04,32,32,0,19,11,22,17,75,0,0,53,0.5859,0,0.4141,0.8373,0,0.1627,0,12,106998
2017-08-05,32,32,0,8,6,22,17,24,0,0,7,0.7742,0,0.2258,0.8706,0,0.1294,0,12,107029
2017-08-06,32,32,0,11,8,22,17,34,0,0,10,0.7727,0,0.2273,0.8839,0,0.1161,0,12,107074
2017-08-07,32,32,0,20,10,23,15,95,0,0,230,0.2923,0,0.7077,0.5795,0,0.4205,0,12,107400
2017-08-08,32,32,0,19,11,22,16,76,0,0,17,0.8172,0,0.1828,0.9442,0,0.0558,0,12,107493
2017-08-09,32,32,0,21,11,23,17,60,0,0,45,0.5714,0,0.4286,0.8216,0,0.1784,0,12,107595
2017-08-10,32,32,0,18,13,23,16,73,0,0,29,0.7157,0,0.2843,0.8892,0,0.1108,0,12,107695
2017-08-11,32,32,0,19,12,22,17,102,0,0,41,0.7133,0,0.2867,0.8802,0,0.1198,0,12,107841
2017-08-12,32,32,0,9,1,22,17,1,0,0,0,1,0,0,0.9048,0,0.0952,0,12,107842
2017-08-13,32,32,0,11,5,22,17,11,0,0,7,0.6111,0,0.3889,0.8033,0,0.1967,0,12,107861
2017-08-14,32,32,0,16,7,22,17,10,0,0,24,0.2941,0,0.7059,0.7132,0,0.2868,0,12,107894
2017-08-15,32,32,0,14,7,22,17,35,0,0,47,0.4268,0,0.5732,0.655,0,0.345,0,12,107977
2017-08-16,32,32,0,21,12,24,17,40,0,0,48,0.4545,0,0.5455,0.7228,0,0.2772,0,12,108066
2017-08-17,32,32,0,18,7,25,17,14,0,0,36,0.28,0,0.72,0.6369,0,0.3631,0,12,108119
2017-08-18,32,32,0,17,11,24,17,47,0,0,6,0.8868,0,0.1132,0.9569,0,0.0431,0,12,108172
2017-08-19,32,32,0,10,5,24,17,5,0,0,13,0.2778,0,0.7222,0.587,0,0.413,0,12,108190
2017-08-20,32,32,0,12,8,24,17,6,0,0,24,0.2,0,0.8,0.5851,0,0.4149,0,12,108222
2017-08-21,33,33,0,21,17,25,19,77,0,0,726,0.0959,0,0.9041,0.2858,0,0.7142,0,12,109039
2017-08-22,33,33,0,22,19,26,21,264,0,0,176,0.6,0,0.4,0.8176,0,0.1824,0,12,109477
2017-08-23,33,33,0,21,14,24,21,111,0,0,110,0.5023,0,0.4977,0.8,0,0.2,0,12,109694
2017-08-24,33,33,0,19,16,24,21,175,0,0,32,0.8454,0,0.1546,0.9371,0,0.0629,0,12,109908
2017-08-25,33,33,0,18,14,24,21,73,0,0,194,0.2734,0,0.7266,0.5289,0,0.4711,0,12,110183
2017-08-26,33,33,0,11,7,24,21,4,0,0,51,0.0727,0,0.9273,0.3514,0,0.6486,0,12,110238
2017-08-27,33,33,0,10,4,24,21,2,0,0,18,0.1,0,0.9,0.4915,0,0.5085,0,12,110259
2017-08-28,33,33,0,18,10,24,21,29,0,0,283,0.0929,0,0.9071,0.3534,0,0.6466,0,12,110575
2017-08-29,33,33,0,19,12,24,20,124,0,0,615,0.1678,0,0.8322,0.3806,0,0.6194,0,12,111317
2017-08-30,33,33,0,19,14,23,20,68,0,0,43,0.6126,0,0.3874,0.8755,0,0.1245,0,12,111427
2017-08-31,33,33,0,20,13,22,19,102,0,0,34,0.75,0,0.25,0.9086,0,0.0914,0,12,111560
2017-09-01,33,33,0,19,8,21,18,27,0,0,23,0.54,0,0.46,0.8271,0,0.1729,0,12,111611
2017-09-02,33,33,0,10,9,21,18,12,0,0,61,0.1644,0,0.8356,0.4294,0,0.5706,0,12,111684
2017-09-03,33,33,0,9,3,21,18,2,0,0,12,0.1429,0,0.8571,0.5143,0,0.4857,0,12,111698
2017-09-04,33,33,0,20,14,21,18,126,0,0,152,0.4532,0,0.5468,0.6954,0,0.3046,0,12,111977
2017-09-05,33,33,0,20,15,22,18,83,0,0,94,0.4689,0,0.5311,0.7688,0,0.2312,0,12,112156
2017-09-06,33,33,0,18,13,22,17,53,0,0,470,0.1013,0,0.8987,0.3054,0,0.6946,0,12,112679
2017-09-07,33,33,0,20,14,24,20,100,0,0,206,0.3268,0,0.6732,0.6203,0,0.3797,0,12,112984
2017-09-08,33,33,0,19,10,24,20,34,0,0,752,0.0433,0,0.9567,0.1618,0,0.8382,0,12,113771
2017-09-09,33,33,0,10,6,24,20,16,0,0,434,0.0356,0,0.9644,0.0827,0,0.9173,0,12,114220
2017-09-10,33,33,0,10,6,24,20,8,0,0,561,0.0141,0,0.9859,0.0417,0,0.9583,0,12,114788
2017-09-11,33,33,0,18,11,24,20,350,0,0,558,0.3855,0,0.6145,0.6156,0,0.3844,0,12,115698
2017-09-12,33,33,0,20,14,23,19,78,0,0,663,0.1053,0,0.8947,0.2945,0,0.7055,0,12,116436
2017-09-13,33,33,0,19,14,23,19,64,0,0,646,0.0901,0,0.9099,0.2632,0,0.7368,0,12,117144
2017-09-14,33,33,0,15,11,22,18,61,0,0,457,0.1178,0,0.8822,0.2684,0,0.7316,0,12,117657
2017-09-15,33,33,0,16,8,23,18,28,0,0,528,0.0504,0,0.9496,0.1339,0,0.8661,0,12,118211
2017-09-16,33,33,0,12,4,23,18,78,0,0,255,0.2342,0,0.7658,0.2574,0,0.7426,0,12,118543
2017-09-17,33,33,0,10,5,23,18,8,0,0,481,0.0164,0,0.9836,0.0313,0,0.9688,0,12,119030
2017-09-18,33,33,0,17,9,23,18,27,0,0,243,0.1,0,0.9,0.26,0,0.74,0,12,119300
2017-09-19,33,33,0,19,12,24,19,90,0,0,113,0.4433,0,0.5567,0.6348,0,0.3652,0,12,119511
2017-09-20,33,33,0,19,15,22,18,124,0,0,65,0.6561,0,0.3439,0.8213,0,0.1787,0,12,119703
2017-09-21,33,33,0,19,13,22,18,124,0,0,53,0.7006,0,0.2994,0.8623,0,0.1377,0,12,119882
2017-09-22,35,35,0,20,15,22,19,142,0,0,38,0.7889,0,0.2111,0.9261,0,0.0739,0,12,120070
2017-09-23,35,35,0,11,4,22,19,8,0,0,24,0.25,0,0.75,0.5256,0,0.4744,0,12,120103
2017-09-24,35,35,0,13,7,22,19,58,0,0,10,0.8529,0,0.1471,0.9347,0,0.0653,0,12,120176
2017-09-25,35,35,0,21,14,22,19,151,0,0,18,0.8935,0,0.1065,0.9573,0,0.0427,0,12,120349
2017-09-26,35,35,0,21,12,22,19,82,0,0,34,0.7069,0,0.2931,0.8975,0,0.1025,0,12,120468
2017-09-27,35,35,0,20,14,22,19,146,0,0,23,0.8639,0,0.1361,0.9509,0,0.0491,0,12,120640
2017-09-28,35,35,0,21,13,23,19,209,0,0,175,0.5443,0,0.4557,0.7517,0,0.2483,0,12,121025
2017-09-29,35,35,0,20,14,23,18,88,0,0,151,0.3682,0,0.6318,0.6605,0,0.3395,0,12,121267
2017-09-30,35,35,0,12,4,23,18,1,0,0,5,0.1667,0,0.8333,0.8056,0,0.1944,0,12,121273
2017-10-01,35,35,0,13,6,23,18,25,0,0,1,0.9615,0,0.0385,0.973,0,0.027,0,12,121299
2017-10-02,35,35,0,21,14,23,18,172,0,0,76,0.6935,0,0.3065,0.8501,0,0.1499,0,12,121547
2017-10-03,35,35,0,22,15,25,19,53,0,0,155,0.2548,0,0.7452,0.5702,0,0.4298,0,12,121757
2017-10-04,35,35,0,22,16,25,20,148,0,0,149,0.4983,0,0.5017,0.7565,0,0.2435,0,12,122062
2017-10-05,35,35,0,21,13,24,21,72,0,0,57,0.5581,0,0.4419,0.8176,0,0.1824,0,12,122194
2017-10-06,35,35,0,22,13,24,20,209,0,0,74,0.7385,0,0.2615,0.867,0,0.133,0,12,122477
2017-10-07,35,35,0,11,6,24,20,37,0,0,11,0.7708,0,0.2292,0.8815,0,0.1185,0,12,122526
2017-10-08,35,35,0,9,7,24,20,30,0,0,23,0.566,0,0.434,0.7712,0,0.2288,0,12,122579
2017-10-09,35,35,0,21,11,24,21,142,0,0,430,0.2483,0,0.7517,0.4657,0,0.5343,0,12,123148
2017-10-10,35,35,0,21,14,24,21,89,0,0,27,0.7672,0,0.2328,0.9232,0,0.0768,0,12,123269
2017-10-11,35,35,0,21,14,23,18,95,0,0,79,0.546,0,0.454,0.8177,0,0.1823,0,13,123454
2017-10-12,35,35,0,21,11,23,18,169,0,0,54,0.7578,0,0.2422,0.899,0,0.101,0,13,123678
2017-10-13,35,35,0,20,12,22,18,109,0,0,43,0.7171,0,0.2829,0.8769,0,0.1231,0,13,123832
2017-10-14,35,35,0,13,3,23,19,6,0,0,19,0.24,0,0.76,0.6716,0,0.3284,0,13,123858
2017-10-15,35,35,0,11,4,23,19,5,0,0,2,0.7143,0,0.2857,0.9429,0,0.0571,0,13,123866
2017-10-16,36,36,0,23,15,25,21,77,0,0,418,0.1556,0,0.8444,0.3855,0,0.6145,0,13,124292
2017-10-17,37,37,0,25,13,25,22,165,0,0,126,0.567,0,0.433,0.7831,0,0.2169,0,13,124595
2017-10-18,37,37,0,21,10,25,22,57,0,0,401,0.1245,0,0.8755,0.3048,0,0.6952,0,13,125054
2017-10-19,37,37,0,18,12,25,22,136,0,0,28,0.8293,0,0.1707,0.9319,0,0.0681,0,13,125225
2017-10-20,37,37,0,17,11,26,21,50,0,0,420,0.1064,0,0.8936,0.2349,0,0.7651,0,13,125699
2017-10-21,37,37,0,12,5,26,20,17,0,0,81,0.1735,0,0.8265,0.4028,0,0.5972,0,13,125799
2017-10-22,37,37,0,11,5,26,20,3,0,0,28,0.0968,0,0.9032,0.4533,0,0.5467,0,13,125831
2017-10-23,37,37,0,22,12,26,19,45,0,0,181,0.1991,0,0.8009,0.5439,0,0.4561,0,13,126058
2017-10-24,37,37,0,23,16,25,21,71,0,0,168,0.2971,0,0.7029,0.6118,0,0.3882,0,13,126303
2017-10-25,37,37,0,22,13,25,20,126,0,0,471,0.2111,0,0.7889,0.4927,0,0.5073,0,13,126904
2017-10-26,39,39,0,22,18,26,23,126,0,0,210,0.375,0,0.625,0.6974,0,0.3026,0,13,127256
2017-10-27,39,39,0,23,15,26,24,87,0,0,440,0.1651,0,0.8349,0.4256,0,0.5744,0,13,127788
2017-10-28,39,39,0,13,3,26,24,3,0,0,9,0.25,0,0.75,0.7887,0,0.2113,0,13,127801
2017-10-29,39,39,0,14,6,26,24,14,0,0,0,1,0,0,1,0,0,0,13,127817
2017-10-30,39,39,0,20,12,26,24,136,0,0,236,0.3656,0,0.6344,0.6412,0,0.3588,0,13,128192
2017-10-31,39,39,0,19,9,26,21,40,0,0,374,0.0966,0,0.9034,0.2935,0,0.7065,0,13,128604
2017-11-01,39,39,0,13,4,26,21,5,0,0,3,0.625,0,0.375,0.9464,0,0.0536,0,13,128615
2017-11-02,39,39,0,19,10,26,19,37,0,0,56,0.3978,0,0.6022,0.6941,0,0.3059,0,13,128704
2017-11-03,39,39,0,21,13,25,18,71,0,0,82,0.4641,0,0.5359,0.7623,0,0.2377,0,13,128862
2017-11-04,39,39,0,15,5,24,18,38,0,0,2,0.95,0,0.05,0.9884,0,0.0116,0,13,128903
2017-11-05,39,39,0,15,7,24,18,24,0,0,69,0.2581,0,0.7419,0.4648,0,0.5352,0,13,128996
2017-11-06,39,39,0,24,14,25,17,35,0,0,133,0.2083,0,0.7917,0.586,0,0.414,0,13,129168
2017-11-07,39,39,0,22,14,26,20,75,0,0,104,0.419,0,0.581,0.7103,0,0.2897,0,13,129349
2017-11-08,39,39,0,20,13,26,20,107,0,0,37,0.7431,0,0.2569,0.8827,0,0.1173,0,13,129498
2017-11-09,39,39,0,22,12,26,21,156,0,0,27,0.8525,0,0.1475,0.9262,0,0.0738,0,13,129680
2017-11-10,39,39,0,21,12,26,20,146,0,0,5,0.9669,0,0.0331,0.9828,0,0.0172,0,13,129832
2017-11-11,39,39,0,15,6,26,20,42,0,0,7,0.8571,0,0.1429,0.9364,0,0.0636,0,13,129882
2017-11-12,39,39,0,14,7,26,20,18,0,0,26,0.4091,0,0.5909,0.6938,0,0.3063,0,13,129928
2017-11-13,39,39,0,22,12,24,18,54,0,0,47,0.5347,0,0.4653,0.8337,0,0.1663,0,13,130033
2017-11-14,39,39,0,22,16,23,19,81,0,0,237,0.2547,0,0.7453,0.5165,0,0.4835,0,13,130350
2017-11-15,39,39,0,23,16,25,20,130,0,0,207,0.3858,0,0.6142,0.638,0,0.362,0,13,130689
2017-11-16,39,39,0,22,14,27,20,36,0,0,28,0.5625,0,0.4375,0.8616,0,0.1384,0,13,130755
2017-11-17,39,39,0,20,13,27,20,123,0,0,29,0.8092,0,0.1908,0.9154,0,0.0846,0,13,130908
2017-11-18,39,39,0,12,6,27,20,52,0,0,5,0.9123,0,0.0877,0.9531,0,0.0469,0,13,130969
2017-11-19,39,39,0,12,5,27,20,18,0,0,1,0.9474,0,0.0526,0.989,0,0.011,0,13,130986
2017-11-20,39,39,0,21,12,27,20,59,0,0,94,0.3856,0,0.6144,0.7054,0,0.2946,0,13,131144
2017-11-21,39,39,0,21,17,26,20,132,0,0,98,0.5739,0,0.4261,0.8024,0,0.1976,0,13,131377
2017-11-22,39,39,0,21,16,25,20,203,0,0,76,0.7276,0,0.2724,0.8773,0,0.1227,0,13,131662
2017-11-23,39,39,0,19,14,25,20,38,0,0,41,0.481,0,0.519,0.8027,0,0.1973,0,13,131741
2017-11-24,40,40,0,23,18,26,23,36,0,0,26,0.5806,0,0.4194,0.8416,0,0.1584,0,13,131813
2017-11-25,40,40,0,12,7,26,23,13,0,0,14,0.4815,0,0.5185,0.7928,0,0.2072,0,13,131840
2017-11-26,40,40,0,12,3,26,23,2,0,0,4,0.3333,0,0.6667,0.9474,0,0.0526,0,13,131846
2017-11-27,40,40,0,22,13,26,24,43,0,0,11,0.7963,0,0.2037,0.9348,0,0.0652,0,13,131902
2017-11-28,40,40,0,20,11,26,22,47,0,0,38,0.5529,0,0.4471,0.836,0,0.164,0,13,131988
2017-11-29,40,40,0,21,10,26,21,44,0,0,112,0.2821,0,0.7179,0.5102,0,0.4898,0,13,132144
2017-11-30,41,41,0,24,17,27,21,92,0,0,119,0.436,0,0.564,0.702,0,0.298,0,13,132353
2017-12-01,41,41,0,21,6,26,19,22,0,0,210,0.0948,0,0.9052,0.2474,0,0.7526,0,13,132586
2017-12-02,41,41,0,14,6,26,19,25,0,0,33,0.431,0,0.569,0.7135,0,0.2865,0,13,132645
2017-12-03,41,41,0,13,8,26,19,29,0,0,7,0.8056,0,0.1944,0.9444,0,0.0556,0,13,132681
2017-12-04,41,41,0,22,14,25,21,85,0,0,25,0.7727,0,0.2273,0.9328,0,0.0672,0,13,132795
2017-12-05,41,41,0,23,9,26,21,87,0,0,42,0.6744,0,0.3256,0.8471,0,0.1529,0,13,132926
2017-12-06,41,41,0,22,15,26,22,122,0,0,3,0.976,0,0.024,0.9956,0,0.0044,0,13,133054
2017-12-07,41,41,0,20,13,25,20,129,0,0,57,0.6935,0,0.3065,0.8701,0,0.1299,0,13,133241
2017-12-08,43,43,0,20,14,26,21,118,0,0,79,0.599,0,0.401,0.8397,0,0.1603,0,13,133451
2017-12-09,43,43,0,17,6,27,21,15,0,0,6,0.7143,0,0.2857,0.9082,0,0.0918,0,13,133473
2017-12-10,43,43,0,14,7,27,21,36,0,0,15,0.7059,0,0.2941,0.8715,0,0.1285,0,13,133524
2017-12-11,43,43,0,23,13,27,19,170,0,0,254,0.4009,0,0.5991,0.6699,0,0.3301,0,13,133952
2017-12-12,44,44,0,25,16,28,21,222,0,0,143,0.6082,0,0.3918,0.8439,0,0.1561,0,13,134337
2017-12-13,44,44,0,26,17,29,20,112,0,0,20,0.8485,0,0.1515,0.9327,0,0.0673,0,13,134467
2017-12-14,44,44,0,22,15,28,20,74,0,0,51,0.592,0,0.408,0.8809,0,0.1191,0,13,134596
2017-12-15,44,44,0,24,12,28,20,120,0,0,29,0.8054,0,0.1946,0.9372,0,0.0628,0,13,134749
2017-12-16,44,44,0,14,8,27,20,18,0,0,27,0.4,0,0.6,0.64,0,0.36,0,13,134794
2017-12-17,44,44,0,13,6,27,20,47,0,0,0,1,0,0,0.9938,0,0.0062,0,13,134843
2017-12-18,44,44,0,22,15,28,20,138,0,0,468,0.2277,0,0.7723,0.5023,0,0.4977,0,13,135447
2017-12-19,44,44,0,22,18,27,21,127,0,0,115,0.5248,0,0.4752,0.817,0,0.183,0,13,135688
2017-12-20,44,44,0,23,18,26,20,74,0,0,337,0.18,0,0.82,0.5,0,0.5,0,13,136104
2017-12-21,44,44,0,21,12,27,21,37,0,0,69,0.3491,0,0.6509,0.6945,0,0.3055,0,13,136212
2017-12-22,45,45,0,22,15,25,22,70,0,0,439,0.1375,0,0.8625,0.3518,0,0.6482,0,13,136737
2017-12-23,45,45,0,17,10,25,22,23,0,0,20,0.5349,0,0.4651,0.827,0,0.173,0,13,136782
2017-12-24,45,45,0,11,5,25,22,9,0,0,1,0.9,0,0.1,0.975,0,0.025,0,13,136793
2017-12-25,45,45,0,14,8,26,23,13,0,0,82,0.1368,0,0.8632,0.3582,0,0.6418,0,13,136886
2017-12-26,46,46,0,14,9,27,24,17,0,0,164,0.0939,0,0.9061,0.2733,0,0.7267,0,13,137073
2017-12-27,46,46,0,17,9,27,22,122,0,0,21,0.8531,0,0.1469,0.9194,0,0.0806,0,13,137215
2017-12-28,46,46,0,16,10,26,20,52,0,0,20,0.7222,0,0.2778,0.8468,0,0.1532,0,13,137287
2017-12-29,46,46,0,15,10,21,16,63,0,0,42,0.6,0,0.4,0.8006,0,0.1994,0,13,137393
2017-12-30,46,46,0,13,8,22,16,7,0,0,8,0.4667,0,0.5333,0.7778,0,0.2222,0,13,137410
2017-12-31,45,45,0,9,6,22,16,9,0,0,15,0.375,0,0.625,0.6538,0,0.3462,0,13,137435
2018-01-01,45,45,0,10,4,21,15,7,0,0,1,0.875,0,0.125,0.9565,0,0.0435,0,13,137443
2018-01-02,45,45,0,19,5,22,14,6,0,0,19,0.24,0,0.76,0.7769,0,0.2231,0,13,137466
2018-01-03,45,45,0,21,7,24,13,119,0,0,31,0.7933,0,0.2067,0.8776,0,0.1224,0,13,137617
2018-01-04,45,45,0,22,14,26,17,116,0,0,21,0.8467,0,0.1533,0.9293,0,0.0707,0,13,137758
