Date,"Total membership","Full members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percentage of messages, public channels","Percentage of messages, private channels","Percentage of messages, DMs","Percentage of views, public channels","Percentage of views, private channels","Percentage of views, DMs",Name,"Public channels, single-workspace","Messages posted"
2019-03-22,111,111,0,41,22,51,39,35,6,0,61,0.3431,0.0588,0.598,0.8477,0.0265,0.1258,0,25,254824
2019-03-23,111,111,0,26,10,52,39,17,1,0,35,0.3208,0.0189,0.6604,0.7853,0.0471,0.1675,0,25,254877
2019-03-24,111,111,0,27,11,52,39,38,1,0,20,0.6441,0.0169,0.339,0.8871,0.0081,0.1048,0,25,254940
2019-03-25,111,111,0,37,25,52,39,67,8,0,54,0.5194,0.062,0.4186,0.8586,0.0303,0.1111,0,26,255080
2019-03-26,111,111,0,40,24,54,39,136,40,0,130,0.4444,0.1307,0.4248,0.7985,0.0449,0.1566,0,26,255405
2019-03-27,111,111,0,39,23,53,42,119,48,0,132,0.398,0.1605,0.4415,0.8275,0.0515,0.1209,0,26,255710
2019-03-28,111,111,0,41,24,52,41,108,9,0,155,0.3971,0.0331,0.5699,0.7602,0.0211,0.2187,0,26,255987
2019-03-29,111,111,0,39,22,52,41,68,3,0,106,0.3842,0.0169,0.5989,0.7574,0.0485,0.1941,0,26,256172
2019-03-30,111,111,0,25,11,52,39,37,16,0,6,0.6271,0.2712,0.1017,0.8757,0.0828,0.0414,0,26,256233
2019-03-31,111,111,0,29,17,52,39,49,4,0,72,0.392,0.032,0.576,0.7397,0.0411,0.2192,0,26,256370
2019-04-01,111,111,0,39,23,50,35,111,2,0,202,0.3524,0.0063,0.6413,0.7816,0.0182,0.2002,0,26,256691
2019-04-02,111,111,0,37,20,49,36,92,23,0,112,0.4053,0.1013,0.4934,0.7386,0.065,0.1965,0,26,256921
2019-04-03,111,111,0,48,21,58,37,107,3,0,333,0.2415,0.0068,0.7517,0.6047,0.0089,0.3864,0,26,257368
2019-04-04,111,111,0,46,19,60,37,131,1,0,247,0.3456,0.0026,0.6517,0.7874,0.0064,0.2062,0,26,257753
2019-04-05,111,111,0,43,20,57,35,84,24,0,370,0.1757,0.0502,0.7741,0.5905,0.0506,0.3589,0,26,258239
2019-04-06,113,113,0,33,16,61,37,32,5,0,29,0.4848,0.0758,0.4394,0.8284,0.0429,0.1287,0,26,258319
2019-04-07,113,113,0,32,17,61,37,21,5,0,186,0.0991,0.0236,0.8774,0.549,0.0387,0.4124,0,26,258536
2019-04-08,113,113,0,45,26,62,39,87,1,0,205,0.2969,0.0034,0.6997,0.7817,0.0198,0.1984,0,26,258839
2019-04-09,113,113,0,42,25,62,38,102,7,0,188,0.3434,0.0236,0.633,0.7224,0.0297,0.2479,0,26,259140
2019-04-10,113,113,0,39,20,60,38,51,3,0,66,0.425,0.025,0.55,0.8496,0.0357,0.1147,0,26,259267
2019-04-11,113,113,0,41,25,56,38,71,9,0,95,0.4057,0.0514,0.5429,0.7866,0.0494,0.164,0,26,259445
2019-04-12,113,113,0,35,20,53,40,111,4,0,126,0.4606,0.0166,0.5228,0.8381,0.0136,0.1483,0,26,259695
2019-04-13,113,113,0,29,21,54,41,35,4,0,109,0.2365,0.027,0.7365,0.6532,0.0349,0.3118,0,26,259849
2019-04-14,113,113,0,29,21,53,41,95,5,0,106,0.4612,0.0243,0.5146,0.7309,0.0487,0.2204,0,26,260060
2019-04-15,113,113,0,39,27,51,39,152,1,0,260,0.368,0.0024,0.6295,0.7409,0.0143,0.2448,0,26,260489
2019-04-16,113,113,0,47,29,54,40,125,1,0,179,0.4098,0.0033,0.5869,0.7816,0.0022,0.2162,0,21,260869
2019-04-17,113,113,0,43,24,56,38,69,6,0,290,0.189,0.0164,0.7945,0.6409,0.0102,0.3489,0,21,261251
2019-04-18,114,114,0,44,29,58,42,143,22,0,163,0.436,0.0671,0.497,0.8295,0.0257,0.1448,0,21,261593
2019-04-19,114,114,0,38,23,58,42,54,11,0,45,0.4909,0.1,0.4091,0.8623,0.0314,0.1063,0,21,261706
2019-04-20,114,114,0,24,6,57,42,8,0,0,36,0.1818,0,0.8182,0.6346,0.0064,0.359,0,21,261757
2019-04-21,114,114,0,18,3,57,42,6,0,0,0,1,0,0,0.9538,0,0.0462,0,21,261767
2019-04-22,114,114,0,23,4,57,39,4,0,0,12,0.25,0,0.75,0.8065,0,0.1935,0,21,261784
2019-04-23,114,114,0,40,13,53,37,45,1,0,102,0.3041,0.0068,0.6892,0.8513,0.0061,0.1426,0,21,261932
2019-04-24,114,114,0,38,11,54,35,17,0,0,153,0.1,0,0.9,0.5491,0.0058,0.4451,0,21,262104
2019-04-25,114,114,0,36,20,52,33,51,9,0,108,0.3036,0.0536,0.6429,0.7298,0.0101,0.2601,0,21,262278
2019-04-26,114,114,0,33,16,54,31,14,6,0,374,0.0355,0.0152,0.9492,0.3412,0.0127,0.6461,0,21,262673
2019-04-27,114,114,0,24,6,53,31,1,0,0,16,0.0588,0,0.9412,0.7742,0,0.2258,0,21,262690
2019-04-28,114,114,0,23,12,53,31,6,0,0,177,0.0328,0,0.9672,0.2356,0,0.7644,0,21,262875
2019-04-29,114,114,0,37,24,55,32,44,15,0,147,0.2136,0.0728,0.7136,0.7092,0.0275,0.2633,0,21,263081
2019-04-30,114,114,0,31,18,53,34,42,13,0,61,0.3621,0.1121,0.5259,0.7827,0.0511,0.1661,0,21,263199
2019-05-01,114,114,0,24,12,51,35,21,0,0,66,0.2414,0,0.7586,0.7455,0.0045,0.25,0,21,263292
2019-05-02,114,114,0,26,9,48,33,19,0,0,20,0.4872,0,0.5128,0.8865,0,0.1135,0,21,263333
2019-05-03,114,114,0,20,5,45,31,6,0,0,20,0.2308,0,0.7692,0.6757,0.0135,0.3108,0,21,263359
2019-05-04,114,114,0,22,10,44,33,24,0,0,52,0.3158,0,0.6842,0.715,0.0093,0.2757,0,21,263438
2019-05-05,114,114,0,14,4,42,33,2,0,0,18,0.1,0,0.9,0.68,0.02,0.3,0,21,263458
2019-05-06,114,114,0,37,17,45,30,91,4,0,95,0.4789,0.0211,0.5,0.8495,0.0213,0.1292,0,21,263655
2019-05-07,114,114,0,34,23,45,32,46,0,0,187,0.1974,0,0.8026,0.6926,0.0083,0.2992,0,21,263896
2019-05-08,114,114,0,36,23,44,34,104,0,0,179,0.3675,0,0.6325,0.7748,0.0047,0.2205,0,22,264189
2019-05-09,114,114,0,36,22,45,35,68,15,0,132,0.3163,0.0698,0.614,0.7744,0.041,0.1845,0,22,264411
2019-05-10,114,114,0,34,21,46,35,162,7,0,219,0.4175,0.018,0.5644,0.72,0.0201,0.2598,0,22,264810
2019-05-11,114,114,0,26,11,47,36,38,0,0,10,0.7917,0,0.2083,0.9012,0.0185,0.0802,0,22,264859
2019-05-12,114,114,0,28,13,46,36,70,0,0,117,0.3743,0,0.6257,0.6192,0,0.3808,0,22,265051
2019-05-13,114,114,0,32,23,46,35,82,0,0,167,0.3293,0,0.6707,0.8144,0,0.1856,0,22,265305
2019-05-14,114,114,0,38,18,47,35,81,0,0,33,0.7105,0,0.2895,0.9443,0.0022,0.0535,0,22,265418
2019-05-15,114,114,0,39,24,47,33,116,2,0,127,0.4735,0.0082,0.5184,0.8694,0.0027,0.1279,0,22,265670
2019-05-16,114,114,0,36,15,46,33,76,0,0,171,0.3077,0,0.6923,0.7436,0,0.2564,0,22,265919
2019-05-17,114,114,0,39,23,47,35,76,9,0,130,0.3535,0.0419,0.6047,0.7978,0.0055,0.1967,0,22,266143
2019-05-18,114,114,0,24,9,47,35,25,3,0,28,0.4464,0.0536,0.5,0.7991,0.0089,0.192,0,22,266201
2019-05-19,114,114,0,23,9,47,35,16,0,0,2,0.8889,0,0.1111,0.9802,0,0.0198,0,22,266224
2019-05-20,114,114,0,36,21,48,35,91,0,0,24,0.7913,0,0.2087,0.9448,0,0.0552,0,22,266349
2019-05-21,114,114,0,38,22,51,37,197,1,0,67,0.7434,0.0038,0.2528,0.9156,0.0028,0.0817,0,21,266635
2019-05-22,114,114,0,38,26,52,36,293,2,0,106,0.7307,0.005,0.2643,0.9095,0.0007,0.0898,0,21,267045
2019-05-23,114,114,0,35,18,52,37,88,0,0,61,0.5906,0,0.4094,0.9256,0.0089,0.0655,0,22,267199
2019-05-24,114,114,0,33,18,48,36,142,0,0,133,0.5164,0,0.4836,0.7992,0.0014,0.1994,0,22,267486
2019-05-25,114,114,0,24,10,48,35,31,0,0,40,0.4366,0,0.5634,0.7253,0,0.2747,0,22,267558
2019-05-26,114,114,0,26,11,49,35,40,0,0,0,1,0,0,0.9899,0,0.0101,0,22,267600
2019-05-27,114,114,0,39,15,51,35,82,0,0,12,0.8723,0,0.1277,0.9671,0.0047,0.0282,0,22,267697
2019-05-28,114,114,0,37,19,48,32,65,0,0,219,0.2289,0,0.7711,0.6047,0,0.3953,0,22,267982
2019-05-29,114,114,0,34,20,46,31,274,0,0,469,0.3688,0,0.6312,0.5504,0,0.4496,0,22,268737
2019-05-30,114,114,0,35,23,46,32,70,0,0,155,0.3111,0,0.6889,0.7246,0,0.2754,0,22,268964
2019-05-31,114,114,0,34,17,48,32,55,0,0,67,0.4508,0,0.5492,0.7667,0,0.2333,0,22,269099
2019-06-01,114,114,0,23,13,50,33,19,2,0,19,0.475,0.05,0.475,0.831,0.0188,0.1502,0,22,269147
2019-06-02,114,114,0,29,8,50,35,9,2,0,35,0.1957,0.0435,0.7609,0.6564,0.0205,0.3231,0,22,269195
2019-06-03,114,114,0,34,14,49,35,37,0,0,18,0.6727,0,0.3273,0.8937,0.0027,0.1035,0,22,269252
2019-06-04,114,114,0,35,23,49,38,107,0,0,230,0.3175,0,0.6825,0.6673,0.0026,0.3301,0,22,269593
2019-06-05,114,114,0,36,21,48,35,91,0,0,119,0.4333,0,0.5667,0.7526,0,0.2474,0,22,269807
2019-06-06,114,114,0,39,23,48,37,102,0,0,161,0.3878,0,0.6122,0.6867,0.0012,0.312,0,23,270077
2019-06-07,114,114,0,34,19,45,36,123,0,0,29,0.8092,0,0.1908,0.921,0.0015,0.0775,0,23,270244
2019-06-08,114,114,0,26,13,45,35,83,0,0,29,0.7411,0,0.2589,0.9009,0,0.0991,0,23,270366
2019-06-09,114,114,0,28,15,44,34,95,0,0,138,0.4077,0,0.5923,0.5049,0,0.4951,0,23,270604
2019-06-10,114,114,0,34,18,46,34,109,0,0,20,0.845,0,0.155,0.9541,0,0.0459,0,24,270744
2019-06-11,114,114,0,36,24,49,37,133,0,0,204,0.3947,0,0.6053,0.6977,0,0.3023,0,24,271088
2019-06-12,114,114,0,33,17,48,36,115,0,0,282,0.2897,0,0.7103,0.6487,0.0017,0.3496,0,24,271497
2019-06-13,114,114,0,36,23,49,38,320,3,0,279,0.5316,0.005,0.4635,0.7383,0.0023,0.2595,0,24,272110
2019-06-14,114,114,0,35,20,49,37,113,1,0,151,0.4264,0.0038,0.5698,0.792,0.0036,0.2044,0,25,272385
2019-06-15,114,114,0,29,13,50,36,43,0,0,31,0.5811,0,0.4189,0.8079,0,0.1921,0,25,272464
2019-06-16,113,113,0,25,5,50,36,20,0,0,9,0.6897,0,0.3103,0.945,0,0.055,0,26,272500
2019-06-17,113,113,0,32,15,47,37,77,0,0,225,0.255,0,0.745,0.5958,0,0.4042,0,26,272811
2019-06-18,114,114,0,36,21,48,33,95,0,0,21,0.819,0,0.181,0.9492,0,0.0508,0,26,272935
2019-06-19,114,114,0,37,24,49,34,123,1,0,118,0.5083,0.0041,0.4876,0.7609,0.0024,0.2367,0,26,273184
2019-06-20,114,114,0,29,16,48,31,99,5,0,93,0.5025,0.0254,0.4721,0.7379,0.0037,0.2584,0,26,273392
2019-06-21,114,114,0,32,17,46,32,96,0,0,89,0.5189,0,0.4811,0.8206,0,0.1794,0,26,273579
2019-06-22,114,114,0,26,12,45,31,30,0,0,33,0.4762,0,0.5238,0.8387,0.0036,0.1577,0,26,273647
2019-06-23,114,114,0,28,8,45,31,21,0,0,12,0.6364,0,0.3636,0.9087,0.0046,0.0868,0,26,273684
2019-06-24,114,114,0,33,15,45,33,60,0,0,144,0.2941,0,0.7059,0.6311,0,0.3689,0,26,273893
2019-06-25,114,114,0,36,19,46,34,103,0,0,395,0.2068,0,0.7932,0.5129,0,0.4871,0,26,274407
2019-06-26,114,114,0,37,23,47,35,164,0,0,207,0.442,0,0.558,0.7168,0.0035,0.2797,0,26,274776
2019-06-27,115,115,0,38,26,48,37,152,0,0,303,0.3341,0,0.6659,0.6238,0,0.3762,0,27,275225
2019-06-28,115,115,0,37,21,50,37,81,0,0,149,0.3522,0,0.6478,0.7004,0.0013,0.2983,0,27,275433
2019-06-29,115,115,0,25,10,50,35,37,0,0,139,0.2102,0,0.7898,0.5736,0,0.4264,0,27,275613
2019-06-30,115,115,0,28,10,50,35,78,0,0,31,0.7156,0,0.2844,0.8496,0.0028,0.1476,0,27,275724
2019-07-01,115,115,0,39,17,50,35,65,0,0,45,0.5909,0,0.4091,0.8527,0,0.1473,0,27,275839
2019-07-02,115,115,0,42,15,52,36,46,0,0,135,0.2541,0,0.7459,0.6344,0.0035,0.362,0,27,276021
2019-07-03,115,115,0,32,15,52,36,47,0,0,84,0.3588,0,0.6412,0.7232,0.0021,0.2747,0,27,276152
2019-07-04,115,115,0,41,26,52,35,103,3,0,179,0.3614,0.0105,0.6281,0.725,0.0067,0.2682,0,27,276437
2019-07-05,115,115,0,35,19,51,33,117,1,0,175,0.3993,0.0034,0.5973,0.669,0.0095,0.3215,0,27,276734
2019-07-06,115,115,0,24,7,51,32,15,0,0,2,0.8824,0,0.1176,0.9864,0,0.0136,0,27,276756
2019-07-07,115,115,0,26,12,51,33,81,0,0,12,0.871,0,0.129,0.9531,0,0.0469,0,27,276848
2019-07-08,117,117,0,35,18,52,33,57,0,0,88,0.3931,0,0.6069,0.7698,0,0.2302,0,27,276998
2019-07-09,117,117,0,42,16,53,31,67,0,0,17,0.7976,0,0.2024,0.9495,0,0.0505,0,27,277079
2019-07-10,117,117,0,39,21,52,33,78,28,0,181,0.2718,0.0976,0.6307,0.605,0.0632,0.3318,0,27,277371
2019-07-11,117,117,0,38,20,51,35,27,0,0,91,0.2288,0,0.7712,0.6731,0.0216,0.3053,0,27,277490
2019-07-12,117,117,0,33,12,49,34,31,0,0,27,0.5345,0,0.4655,0.8471,0,0.1529,0,27,277548
2019-07-13,117,117,0,27,14,48,35,48,0,0,10,0.8276,0,0.1724,0.9333,0.0033,0.0633,0,27,277609
2019-07-14,117,117,0,26,8,49,35,19,0,0,17,0.5278,0,0.4722,0.9031,0,0.0969,0,27,277646
2019-07-15,117,117,0,39,17,50,34,27,0,0,58,0.3176,0,0.6824,0.7794,0.0024,0.2182,0,27,277734
2019-07-16,118,118,0,41,17,51,35,50,0,0,32,0.6098,0,0.3902,0.8896,0.0021,0.1083,0,27,277819
2019-07-17,119,119,0,35,20,49,34,69,0,0,167,0.2924,0,0.7076,0.6928,0,0.3072,0,27,278062
2019-07-18,120,120,0,31,21,46,32,104,0,0,197,0.3455,0,0.6545,0.648,0,0.352,0,27,278364
2019-07-19,120,120,0,37,20,48,33,41,0,0,129,0.2412,0,0.7588,0.67,0,0.33,0,27,278538
2019-07-20,120,120,0,23,12,48,32,28,0,0,11,0.7179,0,0.2821,0.9283,0,0.0717,0,27,278577
2019-07-21,120,120,0,28,8,49,32,8,0,0,6,0.5714,0,0.4286,0.9408,0,0.0592,0,27,278592
2019-07-22,120,120,0,45,22,54,36,71,10,0,222,0.2343,0.033,0.7327,0.6434,0.017,0.3396,0,27,278903
2019-07-23,120,120,0,45,24,55,38,82,5,0,114,0.408,0.0249,0.5672,0.7625,0.025,0.2125,0,27,279105
2019-07-24,120,120,0,38,17,55,38,106,0,0,86,0.5521,0,0.4479,0.8341,0.0047,0.1612,0,27,279299
2019-07-25,122,122,0,41,21,57,39,70,0,0,496,0.1237,0,0.8763,0.381,0.0017,0.6174,0,27,279867
2019-07-26,122,122,0,39,14,57,38,23,0,0,93,0.1983,0,0.8017,0.6879,0,0.3121,0,27,279985
2019-07-27,122,122,0,23,6,57,37,29,0,0,14,0.6744,0,0.3256,0.863,0,0.137,0,27,280028
2019-07-28,122,122,0,24,8,57,36,9,0,0,31,0.225,0,0.775,0.74,0.005,0.255,0,27,280070
2019-07-29,122,122,0,41,23,53,37,93,9,0,124,0.4115,0.0398,0.5487,0.7141,0.0401,0.2458,0,27,280301
2019-07-30,122,122,0,39,12,54,36,35,0,0,126,0.2174,0,0.7826,0.66,0.0018,0.3382,0,27,280463
2019-07-31,122,122,0,37,15,53,35,51,0,0,10,0.8361,0,0.1639,0.9603,0,0.0397,0,27,280525
2019-08-01,122,122,0,33,18,52,32,103,0,0,125,0.4518,0,0.5482,0.7109,0,0.2891,0,27,280757
2019-08-02,122,122,0,32,14,50,32,38,0,0,311,0.1089,0,0.8911,0.3991,0,0.6009,0,27,281109
2019-08-03,122,122,0,26,10,51,33,9,0,0,43,0.1731,0,0.8269,0.5732,0,0.4268,0,27,281160
2019-08-04,122,122,0,26,9,51,34,25,0,0,2,0.9259,0,0.0741,0.947,0,0.053,0,27,281185
2019-08-05,122,122,0,41,17,54,33,57,12,0,68,0.4161,0.0876,0.4964,0.7836,0.0455,0.1709,0,27,281327
2019-08-06,122,122,0,37,19,54,36,85,0,0,264,0.2436,0,0.7564,0.5061,0.0012,0.4927,0,27,281614
2019-08-07,122,122,0,37,15,55,34,30,0,0,22,0.5769,0,0.4231,0.884,0,0.116,0,27,281665
2019-08-08,122,122,0,35,17,54,34,25,0,0,52,0.3247,0,0.6753,0.8112,0,0.1888,0,27,281746
2019-08-09,122,122,0,35,17,55,33,29,0,0,171,0.145,0,0.855,0.5018,0,0.4982,0,27,281955
2019-08-10,122,122,0,25,2,53,33,1,0,0,1,0.5,0,0.5,0.9789,0,0.0211,0,27,281958
2019-08-11,122,122,0,26,3,51,31,6,0,0,0,1,0,0,1,0,0,0,27,281966
2019-08-12,122,122,0,35,8,48,28,25,0,0,0,1,0,0,0.9969,0.0031,0,0,27,281995
2019-08-13,122,122,0,33,13,46,28,27,0,0,23,0.54,0,0.46,0.886,0.0029,0.1111,0,27,282049
2019-08-14,122,122,0,36,9,47,29,19,0,0,15,0.5588,0,0.4412,0.9012,0,0.0988,0,27,282084
2019-08-15,122,122,0,29,8,49,27,15,0,0,6,0.7143,0,0.2857,0.9535,0,0.0465,0,27,282107
2019-08-16,122,122,0,29,10,49,23,24,0,0,19,0.5581,0,0.4419,0.8898,0,0.1102,0,27,282151
2019-08-17,122,122,0,16,4,48,23,5,0,0,0,1,0,0,1,0,0,0,27,282158
2019-08-18,122,122,0,24,4,48,24,10,0,0,0,1,0,0,1,0,0,0,27,282168
2019-08-19,122,122,0,35,13,48,25,52,0,0,92,0.3611,0,0.6389,0.6115,0,0.3885,0,27,282317
2019-08-20,122,122,0,39,13,49,26,36,0,0,8,0.8182,0,0.1818,0.9441,0,0.0559,0,27,282363
2019-08-21,122,122,0,36,15,48,29,26,70,0,31,0.2047,0.5512,0.2441,0.6145,0.2932,0.0924,0,27,282491
2019-08-22,122,122,0,38,21,48,32,80,67,0,154,0.2658,0.2226,0.5116,0.5576,0.1394,0.303,0,27,282811
2019-08-23,122,122,0,33,19,49,33,61,229,0,63,0.1728,0.6487,0.1785,0.4892,0.3812,0.1296,0,27,283296
2019-08-24,122,122,0,25,10,49,33,21,51,0,116,0.1117,0.2713,0.617,0.2699,0.2442,0.4859,0,27,283511
2019-08-25,122,122,0,25,10,49,33,36,23,0,0,0.6102,0.3898,0,0.7969,0.1719,0.0313,0,28,283585
2019-08-26,122,122,0,38,25,50,34,62,57,0,129,0.25,0.2298,0.5202,0.5954,0.1522,0.2524,0,28,283851
2019-08-27,121,121,0,49,18,57,35,42,0,0,59,0.4158,0,0.5842,0.7952,0.0044,0.2004,0,28,283955
2019-08-28,121,121,0,36,12,57,35,78,0,0,27,0.7429,0,0.2571,0.8998,0.0051,0.0951,0,28,284186
2019-08-29,121,121,0,36,13,57,35,13,0,0,106,0.1092,0,0.8908,0.593,0.0025,0.4045,0,28,284186
2019-08-30,121,121,0,40,20,57,28,46,0,0,35,0.5679,0,0.4321,0.8801,0,0.1199,0,28,284266
2019-08-31,121,121,0,26,4,57,35,6,0,0,3,0.6667,0,0.3333,0.964,0,0.036,0,28,284275
2019-09-01,121,121,0,25,5,57,35,6,0,0,3,0.6667,0,0.3333,0.9565,0,0.0435,0,28,284284
2019-09-02,121,121,0,37,14,56,32,48,0,0,38,0.5581,0,0.4419,0.8819,0,0.1181,0,28,284371
2019-09-03,121,121,0,37,17,49,31,162,8,0,4,0.931,0.046,0.023,0.956,0.028,0.016,0,28,284546
2019-09-04,121,121,0,35,21,47,31,43,3,0,31,0.5584,0.039,0.4026,0.8615,0.0205,0.1179,0,28,284627
2019-09-05,121,121,0,38,22,50,34,132,5,0,213,0.3771,0.0143,0.6086,0.72,0.0158,0.2642,0,28,284984
2019-09-06,121,121,0,39,21,47,33,62,2,0,78,0.4366,0.0141,0.5493,0.7994,0.0124,0.1882,0,28,285128
2019-09-07,121,121,0,24,5,48,33,11,0,0,2,0.8462,0,0.1538,0.9699,0,0.0301,0,28,285142
2019-09-08,121,121,0,23,9,50,33,16,0,0,2,0.8889,0,0.1111,0.9565,0.0109,0.0326,0,28,285158
2019-09-09,124,124,0,40,16,53,35,62,0,0,28,0.6889,0,0.3111,0.8952,0,0.1048,0,28,285251
2019-09-10,124,124,0,39,19,52,34,63,0,0,9,0.875,0,0.125,0.9718,0,0.0282,0,28,285325
2019-09-11,124,124,0,36,25,53,37,115,0,0,25,0.8214,0,0.1786,0.9624,0.0011,0.0365,0,28,285472
2019-09-12,124,124,0,41,20,55,36,88,0,0,115,0.4335,0,0.5665,0.7228,0.0028,0.2744,0,28,285683
2019-09-13,125,125,0,41,18,56,35,87,3,0,66,0.5577,0.0192,0.4231,0.8219,0.0266,0.1515,0,28,285842
2019-09-14,125,125,0,25,7,57,35,17,0,0,0,1,0,0,0.9929,0.0071,0,0,28,285861
2019-09-15,125,125,0,28,12,57,36,25,0,0,8,0.7576,0,0.2424,0.9167,0,0.0833,0,28,285894
2019-09-16,125,125,0,43,22,56,36,58,0,0,101,0.3648,0,0.6352,0.753,0.0074,0.2396,0,28,286059
2019-09-17,125,125,0,43,22,59,38,134,0,0,189,0.4149,0,0.5851,0.7106,0.0018,0.2875,0,28,286389
2019-09-18,126,126,0,39,24,61,37,68,0,0,178,0.2764,0,0.7236,0.6574,0,0.3426,0,28,286638
2019-09-19,126,126,0,42,14,58,35,37,8,0,16,0.6066,0.1311,0.2623,0.9167,0.0385,0.0449,0,28,286705
2019-09-20,126,126,0,43,21,56,35,91,0,0,87,0.5112,0,0.4888,0.8138,0.0027,0.1835,0,29,286882
2019-09-21,126,126,0,24,11,54,35,31,0,0,5,0.8611,0,0.1389,0.961,0,0.039,0,29,286921
2019-09-22,126,126,0,22,7,54,34,28,0,0,3,0.9032,0,0.0968,0.9386,0,0.0614,0,29,286951
2019-09-23,126,126,0,43,24,52,35,72,8,0,84,0.439,0.0488,0.5122,0.7807,0.0337,0.1856,0,29,287118
2019-09-24,126,126,0,41,21,53,36,97,6,0,285,0.25,0.0155,0.7345,0.5542,0.0164,0.4294,0,30,287507
2019-09-25,126,126,0,40,19,54,34,78,0,0,47,0.624,0,0.376,0.8571,0,0.1429,0,30,287635
2019-09-26,126,126,0,39,18,54,34,50,4,0,128,0.2747,0.022,0.7033,0.6635,0.0158,0.3207,0,30,287820
2019-09-27,126,126,0,43,24,56,36,97,1,0,53,0.6424,0.0066,0.351,0.8714,0.0114,0.1171,0,30,287972
2019-09-28,126,126,0,22,7,56,36,24,4,0,46,0.3243,0.0541,0.6216,0.5533,0.0203,0.4264,0,30,288043
2019-09-29,126,126,0,27,6,55,36,9,0,0,8,0.5294,0,0.4706,0.8938,0,0.1062,0,30,288062
2019-09-30,126,126,0,46,15,58,34,39,0,0,23,0.629,0,0.371,0.896,0.0058,0.0983,0,30,288125
2019-10-01,126,126,0,40,13,58,33,60,0,0,76,0.4412,0,0.5588,0.8061,0.0017,0.1922,0,30,288258
2019-10-02,126,126,0,43,20,57,35,51,0,0,83,0.3806,0,0.6194,0.7625,0.0017,0.2359,0,30,288393
2019-10-03,126,126,0,43,23,57,36,155,1,0,77,0.6652,0.0043,0.3305,0.8626,0.0066,0.1308,0,30,288626
2019-10-04,126,126,0,40,21,56,33,49,1,0,21,0.6901,0.0141,0.2958,0.9081,0.0107,0.0812,0,30,288693
2019-10-05,126,126,0,26,4,56,32,1,0,0,12,0.0769,0,0.9231,0.8454,0,0.1546,0,30,288708
2019-10-06,126,126,0,32,5,57,32,4,0,0,3,0.5714,0,0.4286,0.9292,0,0.0708,0,30,288716
2019-10-07,126,126,0,41,18,54,36,54,4,0,44,0.5294,0.0392,0.4314,0.8168,0.0421,0.1411,0,30,288822
2019-10-08,127,127,0,42,20,56,37,58,6,0,149,0.2723,0.0282,0.6995,0.6419,0.0282,0.3299,0,30,289041
2019-10-09,127,127,0,39,17,55,38,39,3,0,14,0.6964,0.0536,0.25,0.9178,0.0388,0.0434,0,30,289103
2019-10-10,127,127,0,43,22,57,41,77,7,0,23,0.7196,0.0654,0.215,0.8835,0.052,0.0645,0,30,289228
2019-10-11,127,127,0,45,17,57,41,43,2,0,100,0.2966,0.0138,0.6897,0.6904,0.015,0.2946,0,30,289376
2019-10-12,127,127,0,27,10,57,41,14,0,0,22,0.3889,0,0.6111,0.7324,0,0.2676,0,30,289412
2019-10-13,127,127,0,30,12,56,42,27,0,0,64,0.2967,0,0.7033,0.5547,0,0.4453,0,30,289504
2019-10-14,128,128,0,41,14,57,41,12,6,0,86,0.1154,0.0577,0.8269,0.6127,0.054,0.3333,0,30,289612
2019-10-15,128,128,0,42,18,58,42,43,1,0,27,0.6056,0.0141,0.3803,0.8889,0.0144,0.0967,0,30,289690
2019-10-16,128,128,0,45,24,58,42,69,15,0,145,0.3013,0.0655,0.6332,0.6966,0.0383,0.2652,0,30,289924
2019-10-17,128,128,0,43,22,58,42,55,0,0,84,0.3957,0,0.6043,0.7567,0.0036,0.2397,0,30,290068
2019-10-18,128,128,0,46,25,58,39,61,0,0,168,0.2664,0,0.7336,0.6252,0.0028,0.372,0,30,290304
2019-10-19,128,128,0,33,8,59,38,8,0,0,89,0.0825,0,0.9175,0.5132,0,0.4868,0,30,290402
2019-10-20,128,128,0,25,5,58,36,11,0,0,0,1,0,0,1,0,0,0,30,290416
2019-10-21,128,128,0,45,24,58,39,120,1,0,72,0.6218,0.0052,0.3731,0.8659,0.0023,0.1318,0,30,290622
2019-10-22,128,128,0,46,20,59,39,60,41,0,183,0.2113,0.1444,0.6444,0.6056,0.0493,0.3451,0,30,290905
2019-10-23,128,128,0,43,20,60,39,71,5,0,14,0.7889,0.0556,0.1556,0.9457,0.0181,0.0362,0,30,291003
2019-10-24,128,128,0,42,19,59,38,77,0,0,57,0.5746,0,0.4254,0.8354,0.0018,0.1629,0,30,291091
2019-10-25,128,128,0,37,19,55,37,180,0,0,29,0.8612,0,0.1388,0.9242,0,0.0758,0,30,291308
2019-10-26,128,128,0,33,10,55,39,10,0,0,85,0.1053,0,0.8947,0.5822,0.0033,0.4145,0,30,291406
2019-10-27,128,128,0,33,15,56,38,39,0,0,10,0.7959,0,0.2041,0.9348,0,0.0652,0,30,291453
2019-10-28,128,128,0,49,26,60,37,138,0,0,53,0.7225,0,0.2775,0.9015,0,0.0985,0,30,291647
2019-10-29,128,128,0,45,17,60,35,36,0,0,35,0.507,0,0.493,0.8596,0,0.1404,0,30,291721
